"";"id";"likes_count";"from_id";"from_name";"message";"created_time";"type";"link";"story";"comments_count";"shares_count";"love_count";"haha_count";"wow_count";"sad_count";"angry_count"
"838";"132197036871908_739727586139802";5;"132197036871908";"Muzeum II Wojny Światowej";"Dyrektor Muzeum II Wojny Światowej w Gdańsku, prof. dr hab. Paweł Machcewicz oraz Dyrektor Muzeum Marynarki Wojennej w Gdyni, Tomasz Miegoń, zapraszają na promocję książki Marcina Westphala „Walka o panowanie w głębinach. Historia powstania U-Boota typu XXI.” 

16 czerwca 2015 r. (wtorek) godz.17.00
Muzeum Marynarki Wojennej w Gdyni 
ul. Zawiszy Czarnego 1B
sala konferencyjna (parter)

W promocji udział wezmą: 
Marcin Westphal – historyk i archiwista, absolwent Uniwersytetu Gdań¬skiego, kierownik działu wystawienniczego Muzeum II Wojny Światowej w Gdańsku. Współautor scenariusza stałej wystawy plenerowej: „Westerplatte. Kurort – Bastion – Sym¬bol” oraz książki Śladami ludzi morza. Jan Stankiewicz – kapitan żeglugi wielkiej (wraz z Lidią Potykanowicz-Sudą, 2008). 

prof. dr hab. Waldemar Rezmer – pracownik  Zakładu Historii Wojskowej Instytutu Historii i Archiwistyki Uniwersytetu Mikołaja Kopernika, członek Komisji Historii Wojskowej KNH PAN. recenzent książki. 
W trakcie spotkania publikację będzie można nabyć w promocyjnej cenie. 
Wstęp wolny 

Monografia Marcina Westphala jest najpełniejszym polskim opracowaniem odzwierciedlającym frag¬ment historii niemieckiej floty podwodnej i dziejów techniki okrętowej. Będzie ona niezmiernie pomocna nie tylko przy pisaniu nowej syntezy II wojny światowej na morzu, lecz także stanie się użyteczna do przygotowania historii techniki wojskowej XX wieku. 
prof. dr hab. Waldemar Rezmer";"2015-06-03T07:30:40+0000";"event";"https://www.facebook.com/events/739727586139802/";"Muzeum II Wojny Światowej added an event.";0;0;0;0;0;0;0
"922";"132197036871908_856064144485190";3;"132197036871908";"Muzeum II Wojny Światowej";"Zapraszamy na promocyjną projekcję zapowiadającą serial ""Odd Bods"", który jest realizowany pod patronatem naukowym naszego Muzeum.";"2015-06-08T07:00:29+0000";"event";"https://www.facebook.com/events/374427369428877/";"Muzeum II Wojny Światowej shared Bunkier's event.";0;0;0;0;0;0;0
"923";"132197036871908_857351864356418";6;"132197036871908";"Muzeum II Wojny Światowej";"W dniach 5-7 czerwca 2015 r. odbyły się IV Łabiszyńskie Spotkania z Historią pod nazwą „Kierunek: Berlin”. Po raz trzeci partnerem wydarzenia było Muzeum II Wojny Światowej w Gdańsku, które przygotowało specjalną strefę edukacyjną w sobotę 6 czerwca.";"2015-06-09T10:26:01+0000";"photo";"https://www.facebook.com/Muzeum.II.Wojny.Swiatowej/photos/a.857347561023515.1073741901.132197036871908/857348077690130/?type=3";"Muzeum II Wojny Światowej added 18 new photos to the album: IV Łabiszyńskie Spotkania z Historią.";0;3;0;0;0;0;0
"924";"132197036871908_858017700956501";8;"132197036871908";"Muzeum II Wojny Światowej";"Muzeum II Wojny Światowej zaprasza pasjonatów planszowych gier wojennych i historycznych do udziału w cyklicznych spotkaniach poświęconych wspólnemu graniu w planszówki.
Spotkania odbywać będą się co tydzień, naprzemiennie w Gdyni (Caffe Anioł) i w Gdańsku (Bifor). Wszystkich zainteresowanych udziałem prosimy o wcześniejszy kontakt (tel. 58 323 75 41, edukacja@muzeum1939.pl). Najbliższe spotkanie już 16 czerwca w Gdyni. Więcej informacji w kalendarzu wydarzeń na www.muzeum1939.pl";"2015-06-10T06:54:46+0000";"status";NA;NA;0;6;0;0;0;0;0
"925";"132197036871908_858084974283107";8;"132197036871908";"Muzeum II Wojny Światowej";"Zapraszamy uczniów i nauczycieli do udziału w jesiennej edycji plenerowej gry edukacyjnej ""Westerplatte - znajdź klucz do historii"". Gra jest skierowana do III klas szkół podstawowych (stan na wrzesień 2015 r.). W wiosennej edycji wzięło udział 1300 uczniów z całego województwa. Informacje o terminach i zapisach na stronie Muzeum. 

http://www.muzeum1939.pl/pl/edukacja/projekty_cykliczne/westerplatte_znajd%C5%BA_klucz_do_historii";"2015-06-10T11:46:18+0000";"photo";"https://www.facebook.com/Muzeum.II.Wojny.Swiatowej/photos/a.151459168279028.34912.132197036871908/858084974283107/?type=3";NA;0;3;0;0;0;0;0
"926";"132197036871908_860559007369037";0;"132197036871908";"Muzeum II Wojny Światowej";"Fundacja Liberation Route Europe - partner Muzeum II Wojny Światowej w projekcie Liberation Route Europe poszukuje koordynatora do współpracy z instytucjami i organizacjami partnerskimi. Szczegóły oferty możecie znaleźć pod linkiem / Liberation Route Europe Foundation is looking for an account manager. For more information visit http://liberationroute.com/pages/vacancies";"2015-06-15T09:47:22+0000";"link";"http://liberationroute.com/pages/vacancies";NA;0;0;0;0;0;0;0
"927";"132197036871908_860994847325453";3;"132197036871908";"Muzeum II Wojny Światowej";"Zachęcamy do udziału w konkursie ""Ślady II wojny światowej na Pomorzu"" organizowanym przez Regionalny Ośrodek Debaty Międzynarodowej w Gdańsku. Termin nadsyłania prac do 30 czerwca. Regulamin na stronie organizatora.";"2015-06-16T10:00:23+0000";"link";"http://www.rodm-gdansk.pl/2015/023.php";NA;0;0;0;0;0;0;0
"928";"132197036871908_861513280606943";17;"132197036871908";"Muzeum II Wojny Światowej";"Fot. AeroLab";"2015-06-17T11:37:26+0000";"photo";"https://www.facebook.com/Muzeum.II.Wojny.Swiatowej/photos/a.861511747273763.1073741902.132197036871908/861512850606986/?type=3";"Muzeum II Wojny Światowej added 7 new photos to the album: Zdjęcia lotnicze budowy Muzeum II Wojny Światowej.";1;14;0;0;0;0;0
"929";"132197036871908_865681213523483";18;"132197036871908";"Muzeum II Wojny Światowej";"Już w najbliższy weekend rozpocznie się XIII Rajd Pieszy Szlakiem Żołnierzy V Wileńskiej Brygady AK mjr. Szendzielarza „Łupaszki”
Przez kolejne dni blisko trzydzieści patroli składających się z dzieci, młodzieży i osób dorosłych będzie przemierzać Bory Tucholskie wykonując po drodze zadania rajdowe. Zasadniczym celem Rajdu jest kształtowanie wśród uczestników postaw patriotycznych i obywatelskich, hartowanie ciała i ducha, a przede wszystkim upamiętnienie historii V Wileńskiej Brygady Armii Krajowej. 
Muzeum II Wojny Światowej w Gdańsku od początku swej działalności wspiera Rajd, a ponadto od trzech lat przygotowuje tzw. koncentracje, a więc cykl warsztatów historycznych w plenerze. Tak też będzie i w tym roku. Przygotowane warsztaty będą w sobie łączyć poznawanie treści historycznych ze zdobywaniem praktycznych umiejętności. Ze względu na uczestników, którzy biorą udział w Rajdzie nie po raz pierwszy, Muzeum przygotowało nowy program koncentracji. 
Głównym organizatorem Rajdu jest Stowarzyszeniu Historycznemu im. V Wileńskiej Brygady AK natomiast Muzeum II Wojny Światowej w Gdańsku pełni rolę współorganizatora. A tak było rok temu ....";"2015-06-26T08:00:39+0000";"photo";"https://www.facebook.com/Muzeum.II.Wojny.Swiatowej/photos/a.663679717056968.1073741874.132197036871908/663684830389790/?type=3";"Muzeum II Wojny Światowej shared their album.";0;0;0;0;0;0;0
"930";"132197036871908_871502896274648";1;"132197036871908";"Muzeum II Wojny Światowej";NA;"2015-07-07T10:05:39+0000";"photo";"https://www.facebook.com/Muzeum.II.Wojny.Swiatowej/photos/a.871490426275895.1073741903.132197036871908/871490609609210/?type=3";"Muzeum II Wojny Światowej added 12 new photos to the album: XIII Rajd Pieszy Szalakiem Żołnierzy mjr. ""Łupaszki"".";0;4;0;0;0;0;0
"931";"132197036871908_871505976274340";21;"132197036871908";"Muzeum II Wojny Światowej";"W dniach 27 czerwca - 1 lipca 2015 r. odbył się XIII Rajd Pieszy Szlakiem Żołnierzy V Wileńskiej Brygady AK mjr. Szendzielarza „Łupaszki”. Jak co roku współorganizatorem przedsięwzięcia było Muzeum II Wojny Światowej w Gdańsku. Blisko 300 uczestników podzielonych na patrole przemierzało Bory Tucholskie, wykonując po drodze specjalne zadania, a także popularyzując wiedzę o aktywności V Wileńskiej Brygady AK po zakończeniu wojny. Więcej informacji w aktualnościach na: www.muzeum1939.pl";"2015-07-07T10:18:25+0000";"photo";"https://www.facebook.com/Muzeum.II.Wojny.Swiatowej/photos/a.871490426275895.1073741903.132197036871908/871490609609210/?type=3";"Muzeum II Wojny Światowej shared their album.";0;0;0;0;0;0;0
"932";"132197036871908_875104042581200";5;"132197036871908";"Muzeum II Wojny Światowej";"W dniu 12 lipca 2015 r., rozpoczął się obóz historyczny „Historia w terenie”, zorganizowany przez ZHR w Pionkach oraz Centrum Edukacji Historycznej „Latarnia” im. prof. hm. RP Tomasza Strzembosza. W bazie harcerskiej w Piaskach, koło Krynicy Morskiej spotkali się harcerze, wędrownicy, studenci i pasjonaci historii, by wspólnie obchodzić 70. rocznicę zakończenia II wojny światowej. Współorganizatorem tego wydarzenia jest Muzeum II Wojny Światowej w Gdańsku. Więcej informacji w kalendarzu wydarzeń na: www.muzeum1939.pl";"2015-07-14T08:23:03+0000";"photo";"https://www.facebook.com/Muzeum.II.Wojny.Swiatowej/photos/a.151459168279028.34912.132197036871908/875104042581200/?type=3";NA;0;0;0;0;0;0;0
"933";"132197036871908_875238372567767";227;"132197036871908";"Muzeum II Wojny Światowej";"Teren przyszłego Muzeum, powstającego przy ul. Wałowej, zajmuje powierzchnię 1,7
ha i dotyka od strony zachodniej Kanału Raduni, a od południowej otwiera się 
na szeroką panoramę Motławy. Od sierpnia 2012 r. trwały prace budowlane wykonywane przez firmę Soletanche Polska, która wygrała przetarg na wykonanie tzw. suchego wykopu.
Jesienią 2014 r. prace na budowie rozpoczął Generalny Wykonawca budynku Muzeum – konsorcjum firm Warbud S. A., Hochtief Polska S.A. oraz  Hochtief Solutions AG.";"2015-07-14T13:42:26+0000";"photo";"https://www.facebook.com/Muzeum.II.Wojny.Swiatowej/photos/a.356312021127074.85843.132197036871908/875236322567972/?type=3";"Muzeum II Wojny Światowej added 13 new photos to the album: Dziennik budowy — at Budowa Muzeum II WOJNY Światowej.";12;33;1;0;0;0;0
"934";"132197036871908_876420882449516";7;"132197036871908";"Muzeum II Wojny Światowej";"Od 12 lipca 2015 r. trwa obóz historyczny: „Historia w terenie”, zorganizowany przez ZHR w Pionkach. W bazie harcerskiej w Piaskach, koło Krynicy Morskiej spotkali się harcerze i młodzi pasjonaci historii, by wspólnie obchodzić 70. rocznicę zakończenia II wojny światowej. Dzięki m.in. warsztatom terenowym – uczestnicy obozu w aktywny sposób poznają historię najnowszą. Współorganizatorem wydarzenia jest Muzeum II Wojny Światowej w Gdańsku.";"2015-07-16T12:09:12+0000";"photo";"https://www.facebook.com/Muzeum.II.Wojny.Swiatowej/photos/a.151459168279028.34912.132197036871908/876420062449598/?type=3";"Muzeum II Wojny Światowej added 7 new photos.";1;1;0;0;0;0;0
"935";"132197036871908_879195205505417";2;"132197036871908";"Muzeum II Wojny Światowej";"Zachęcamy dziś o 11.00 do słuchania audycji ""Co za historia"" w Radiu Gdańsk. Gościem Wojciecha Sulecińskiego będzie dr Jan Szkudliński z naszego Muzeum, a będą rozmawiać o zamachu na Hitlera w Wilczym Szańcu z 20 lipca 1944. Audycji można słuchać on-line.";"2015-07-22T06:37:29+0000";"link";"http://www.radiogdansk.pl/index.php/polecamy/item/27019-zamach-na-hitlera-w-audycji-historycznej-radia-gdansk.html";NA;1;0;0;0;0;0;0
"936";"132197036871908_881775428580728";14;"132197036871908";"Muzeum II Wojny Światowej";"Bitwa o Anglię była kampanią powietrzną, toczoną między niemieckim lotnictwem Luftwaffe a brytyjskim RAF, w czasie II wojny światowej, między 10 lipca a 31 października 1940 r. Była to jedna z nielicznych batalii prowadzona wyłącznie w powietrzu. Po zwycięstwie nad Francją, Hitler oczekiwał, że zmusi Anglię do wycofania się z wojny, gdy tak się nie stało – zdecydował o inwazji na Wyspy Brytyjskie.
W pierwszej fazie walk straty Brytyjczyków były na tyle dotkliwe, że postanowili skorzystać z pomocy lotników cudzoziemskich. Uszczuplone szeregi RAF były uzupełniane polskimi pilotami, którzy posiadali wszechstronne wyszkolenie i doświadczenie bojowe wyniesione z walk we Francji.";"2015-07-27T11:34:54+0000";"photo";"https://www.facebook.com/Muzeum.II.Wojny.Swiatowej/photos/a.881764875248450.1073741904.132197036871908/881765145248423/?type=3";"Muzeum II Wojny Światowej added 7 new photos to the album: Polscy lotnicy w Bitwie o Anglię.";2;1;0;0;0;0;0
"128";"132197036871908_111789139171145";1;"132197036871908";"Muzeum II Wojny Światowej";"1 września 2015 r. Muzeum II Wojny Światowej zaprasza na dzień otwarty na terenie budowy przyszłej siedziby przy ul. Wałowej. Odwiedzający będą mogli zobaczyć stan zaawansowania prac, obejrzeć najciekawsze eksponaty z kolekcji Muzeum oraz film o wystawie stałej z udziałem Mai Ostaszewskiej, który tego dnia będzie miał premierę.


Zwiedzanie odbędzie się z przewodnikiem, który opowie o inwestycji i zastosowanych technologiach na poszczególnych etapach budowy. Uczestnicy będą mieli możliwość zejścia do sal przyszłej wystawy stałej, obejrzenia filmu opowiadającego o misji instytucji oraz o tym, co będzie można zobaczyć na przyszłej ekspozycji. Zaprezentowane zostaną wybrane eksponaty z kolekcji Muzeum, w tym zamontowane już w przestrzeni wystawienniczej obiekty „wielkogabarytowe”: czołg Sherman Firefly oraz niemiecki wagon kolejowy wykorzystywany do przewozu deportowanych, więźniów, robotników przymusowych i ofiar Holokaustu.

Wejścia na teren budowy odbędą się w godz. 13.00 – 19.00. Uczestnictwo będzie możliwe tylko po wcześniejszej rejestracji na wybraną godzinę w systemie internetowym dostępnym poniżej.

Wstęp wolny. Zapraszamy! 

Zapisy na: 

http://www.muzeum1939.pl/pl/rezerwacje/act/e-terms/event/2033de963874a6a77337cdc39177d79e";"2015-08-19T13:56:55+0000";"event";"https://www.facebook.com/events/111789139171145/";"Muzeum II Wojny Światowej added an event.";0;0;0;0;0;0;0
"937";"132197036871908_894336193991318";42;"132197036871908";"Muzeum II Wojny Światowej";"1 września zapraszamy na dzień otwarty na budowie Muzeum. Obowiązkowe zapisy na http://www.muzeum1939.pl/pl/rezerwacje/act/e-terms/event/2033de963874a6a77337cdc39177d79e";"2015-08-19T14:00:00+0000";"event";"https://www.facebook.com/events/111789139171145/";"Muzeum II Wojny Światowej shared their event.";4;0;0;0;0;0;0
"938";"132197036871908_894667357291535";11;"132197036871908";"Muzeum II Wojny Światowej";NA;"2015-08-20T07:24:18+0000";"photo";"https://www.facebook.com/Muzeum.II.Wojny.Swiatowej/photos/a.261706550587622.61653.132197036871908/894667330624871/?type=3";"Muzeum II Wojny Światowej updated their cover photo.";0;1;0;0;0;0;0
"940";"132197036871908_896620167096254";3;"132197036871908";"Muzeum II Wojny Światowej";"W sobotę, 29 sierpnia, Muzeum II Wojny Światowej wraz z Muzeum Poczty Polskiej oraz Zespołem Szkół Łączności, zaprasza do historycznej strefy edukacyjnej, towarzyszącej 50. Międzynarodowemu Festiwalowi Chodu - Puchar Poczty Polskiej.
miejsce: plac Obrońców Poczty Polskiej  w godz. 13.00 - 18.00.
Wśród atrakcji m.in. zajęcia „Sekrety Enigmy”, warsztaty „Zawód – konserwator zabytków”, odnajdywanie na współczesnej mapie Gdańska śladów budynków związanych z Polakami w Wolnym Mieście Gdańsku. Zapisy na bieg na stronie poniżej.";"2015-08-24T14:02:12+0000";"link";"http://www.biegdominika.com/50-puchar-poczty-polskiej/";NA;0;2;0;0;0;0;0
"941";"132197036871908_897046913720246";52;"132197036871908";"Muzeum II Wojny Światowej";"Muzeum opracowało i uruchomiło internetowy serwis edukacyjny  poświęcony historii Westerplatte. Zawiera on artykuły o wydarzeniach, jakie rozegrały się na terenie półwyspu nie tylko w pierwszych dniach września 1939 r., ale również na przestrzeni wieków. Znalazło się w nim kilkadziesiąt zdjęć archiwalnych, nagrań radiowych, filmy i mapa z animacjami walk. 
Zachęcamy do korzystania. 

http://westerplatte1939.pl/";"2015-08-25T10:53:00+0000";"link";"http://westerplatte1939.pl/";NA;4;26;0;0;0;0;0
"942";"132197036871908_900553886702882";23;"132197036871908";"Muzeum II Wojny Światowej";"Podczas dnia otwartego na budowie Muzeum premierę miał film o wystawie stałej. Narracja Maja Ostaszewska. Zapraszamy do obejrzenia.";"2015-09-01T10:16:02+0000";"video";"https://www.youtube.com/watch?v=6BjnW7WiadU";NA;2;31;0;0;0;0;0
"943";"132197036871908_900580303366907";39;"132197036871908";"Muzeum II Wojny Światowej";"1 września 2015 r. o godz. 10.00 odbyło się rozpoczęcie dnia otwartego na budowie Muzeum. Zaproszeni goście zwiedzili teren budowy, zeszli 14 metrów pod ziemię do przyszłych sal wystawienniczych, gdzie odbyła się premiera filmu o wystawie stałej Muzeum i prezentowane były eksponaty, jakie znajdą się w przyszłości na wystawie.";"2015-09-01T11:35:51+0000";"photo";"https://www.facebook.com/Muzeum.II.Wojny.Swiatowej/photos/a.900570400034564.1073741905.132197036871908/900570426701228/?type=3";"Muzeum II Wojny Światowej added 16 new photos to the album: Dzień otwarty na budowie Muzeum — at Budowa Muzeum II WOJNY Światowej.";3;7;0;0;0;0;0
"944";"132197036871908_901024189989185";22;"132197036871908";"Muzeum II Wojny Światowej";"Fot. Roman Jocher";"2015-09-02T08:24:35+0000";"photo";"https://www.facebook.com/Muzeum.II.Wojny.Swiatowej/photos/a.901022406656030.1073741906.132197036871908/901022513322686/?type=3";"Muzeum II Wojny Światowej added 11 new photos to the album: Dzień otwarty na budowie Muzeum — at Budowa Muzeum II WOJNY Światowej.";3;4;0;0;0;0;0
"945";"132197036871908_901024573322480";20;"132197036871908";"Muzeum II Wojny Światowej";NA;"2015-09-02T08:26:38+0000";"photo";"https://www.facebook.com/Muzeum.II.Wojny.Swiatowej/photos/a.261706550587622.61653.132197036871908/901024549989149/?type=3";"Muzeum II Wojny Światowej updated their cover photo.";0;1;0;0;0;0;0
"946";"132197036871908_901499333275004";22;"132197036871908";"Muzeum II Wojny Światowej";"W godzinach 13.00 - 19.00 budowę odwiedziło ok. 400 osób. Każda grupa zwiedzała teren  z przewodnikami, którzy opowiadali o inwestycji, wcześniejszych etapach budowy i odpowiadali na pytania. Odwiedzający zeszli również do jednej z sal wystawienniczych, obejrzeli film o wystawie stałej i eksponaty z kolekcji Muzeum. 
Dziękujemy wszystkim za liczne zainteresowanie i przybycie !";"2015-09-03T10:27:06+0000";"photo";"https://www.facebook.com/Muzeum.II.Wojny.Swiatowej/photos/a.901022406656030.1073741906.132197036871908/901495656608705/?type=3";"Muzeum II Wojny Światowej added 13 new photos to the album: Dzień otwarty na budowie Muzeum.";3;4;0;0;0;0;0
"947";"132197036871908_903497889741815";10;"132197036871908";"Muzeum II Wojny Światowej";"Już tylko do 10 września można oglądać wystawę przygotowaną przez nasze Muzeum prezentowaną w Europejskim Centrum Solidarności. Zobaczcie jakie komentarze zostawili na tablicy zwiedzający. Tych, którzy jeszcze nie mieli okazji zobaczyć wystawy gorąco zapraszamy.";"2015-09-07T09:14:42+0000";"photo";"https://www.facebook.com/Muzeum.II.Wojny.Swiatowej/photos/a.903496863075251.1073741907.132197036871908/903496913075246/?type=3";"Muzeum II Wojny Światowej added 11 new photos to the album: Zwiedzanie wystawy '45. Koniec wystawy w 45 eksponatach"".";1;2;0;0;0;0;0
"948";"132197036871908_903528876405383";8;"132197036871908";"Muzeum II Wojny Światowej";"Zachęcamy do wzięcia udziału w konkursie ogłoszonym przez Histmag.org. Do wygrania 4 egzemplarze książki autorstwa Marcina Westphala pt. ""Walka o panowanie w głębinach"" wydana przez Muzeum II Wojny Światowej.";"2015-09-07T11:23:34+0000";"link";"http://histmag.org/konkurs-wygraj-ksiazke-wydana-przez-muzeum-ii-wojny-swiatowej-11772";NA;0;0;0;0;0;0;0
"979";"132197036871908_953439171388768";4;"132197036871908";"Muzeum II Wojny Światowej";"Fundacja Generał Elżbiety Zawackiej, Instytut Pamięci Narodowej, Muzeum II Wojny Światowej w Gdańsku oraz Wydział Nauk Historycznych oraz Instytut Historii i Archiwistyki Uniwersytetu Mikołaja Kopernika w Toruniu zapraszają na

I KONGRES HISTORYKÓW KONSPIRACJI NIEPODLEGŁOŚCIOWEJ

""25 lat niezależnych badań nad konspiracją niepodległościową.
Ludzie, instytucje i wydarzenia""
 
Toruń 12-13 listopada 2015 r., Collegium Humanisticum UMK,
ul. Bojarskiego 1 (miasteczko uniwersyteckie). 

Szczegółowe informacje oraz prelegenci dostępne na stronie http://www.zawacka.pl/ 
Obowiązuje wcześniejsza rejestracja.";"2015-09-14T11:09:12+0000";"event";"https://www.facebook.com/events/953439171388768/";"Muzeum II Wojny Światowej added an event.";0;0;0;0;0;0;0
"949";"132197036871908_908945975863673";1;"132197036871908";"Muzeum II Wojny Światowej";"Dziś o 11.00 w audycji ""Co za historia"" Radia Gdańsk gościem Wojciecha Sulecińskiego w rozmowie dotyczącej agresji sowieckiej na Polskę 17 września 1939 r. będzie dr hab. Rafał Wnuk, kierownik działu naukowego naszego Muzeum. Zachęcamy do słuchania.";"2015-09-16T06:38:24+0000";"status";NA;NA;1;0;0;0;0;0;0
"336";"132197036871908_1493272044323685";17;"132197036871908";"Muzeum II Wojny Światowej";"Muzeum II Wojny Światowej 27 września 2015 r. zaprasza do udziału w terenowej grze historycznej na terenie Nowego Portu. Z okazji obchodów Dnia Podziemnego Państwa Polskiego Muzeum przygotowało grę miejską, pt. Akcja „N”. Na uczestników czeka wiele atrakcji, w tym: happeningi historyczne, kameralne inscenizacje, przejazdy zabytkowym tramwajem Bergmann i koncerty. 

W czasie gry dzielnica Nowy Port z jej historyczną zabudową, ulicami, placami i parkami stanie się dla uczestników „żywą” planszą gry, na której czekać będzie wiele niespodzianek, m.in. możliwość przejazdu zabytkowym tramwajem Bergmann czy krążące po okolicy samochody z epoki: ciężarówka Chevrolet i trzy Mercedesy 170 V. Osobnym elementem gry będą pokazy rekonstruktorów, wcielających się w polskich i niemieckich żołnierzy oraz ludność cywilną, a także koncert uliczny Kapeli Czerniakowskiej. Zasady rozgrywki przewidują, że uczestnicy odwiedzą 8 punktów rozsianych po Nowym Porcie, zdobywając wiedzę i wykonując poszczególne zadania. 

Zapraszamy do udziału patrole 1-5 osobowe. Wymagana wcześniejsza rejestracja na stronie internetowej Muzeum. 
W grze może wziąć udział łącznie 300 uczestników. 

10:00, 10.30, 11.00 - start poszczególnych grup patroli 

W programie:
27 września, 10:00, 10.30, 11.00 - start poszczególnych grup patroli 
27 września, 11:00 - 13:00 koncert uliczny zespołu „Kapela Czerniakowska”
27 września, 19:00 - bezpłatny pokaz filmu „Generał Nil” w Centrum Sztuki Współczesnej Łaźnia 2, w ramach KinoPort.";"2015-09-17T11:12:45+0000";"event";"https://www.facebook.com/events/1493272044323685/";"Muzeum II Wojny Światowej added an event.";0;0;0;0;0;0;0
"951";"132197036871908_913158292109108";10;"132197036871908";"Muzeum II Wojny Światowej";"Przypominamy o trwających zapisach na grę miejską ""Akcja N"" w Nowym Porcie w najbliższą niedzielę. Rejestracja uczestników możliwa na stronie Muzeum. Jednocześnie informujemy, że pokaz filmu „Generał Nil” w Centrum Sztuki Współczesnej Łaźnia 2, odbędzie się tego samego dnia, o godzinie 19.00. Wstęp wolny. Zapraszamy!!!
 http://www.muzeum1939.pl/pl/rezerwacje/act/e-terms/event/403acc61b24fd4619dc4027f57cb8ce3";"2015-09-23T11:23:43+0000";"photo";"https://www.facebook.com/Muzeum.II.Wojny.Swiatowej/photos/a.151459168279028.34912.132197036871908/913158292109108/?type=3";NA;3;7;0;0;0;0;0
"952";"132197036871908_915107758580828";44;"132197036871908";"Muzeum II Wojny Światowej";"Fot. Roman Jocher";"2015-09-27T18:41:54+0000";"photo";"https://www.facebook.com/Muzeum.II.Wojny.Swiatowej/photos/a.915104598581144.1073741908.132197036871908/915104625247808/?type=3";"Muzeum II Wojny Światowej added 20 new photos to the album: Gra miejska ""Akcja N"" w Nowym Porcie.";0;12;0;0;0;0;0
"953";"132197036871908_915343735223897";44;"132197036871908";"Muzeum II Wojny Światowej";"Muzeum II Wojny Światowej 27 września 2015 r. z okazji obchodów Dnia Podziemnego Państwa Polskiego przygotowało grę miejską, pt. Akcja „N”. Na uczestników czekało wiele atrakcji, w tym: happeningi historyczne, kameralne inscenizacje, przejazdy zabytkowym tramwajem Bergmann i koncerty. Dziękujemy uczestnikom za wzięcie udziału oraz wszystkim, którzy pomogli w jej przygotowaniu i organizacji.";"2015-09-28T09:47:21+0000";"photo";"https://www.facebook.com/Muzeum.II.Wojny.Swiatowej/photos/a.915104598581144.1073741908.132197036871908/915340961890841/?type=3";"Muzeum II Wojny Światowej added 41 new photos to the album: Gra miejska ""Akcja N"" w Nowym Porcie.";0;12;0;0;0;0;0
"954";"132197036871908_916157708475833";25;"132197036871908";"Muzeum II Wojny Światowej";"Zapraszamy uczniów 4-6 klas szkół podstawowych do udziału w warsztatach edukacyjnych „Żołnierska dola. Życie codzienne żołnierzy w czasie II wojny światowej” przygotowanych przez nasze Muzeum. Terminy zajęć: listopad 2015 r. Warsztaty są bezpłatne. Obowiązkowe wcześniejsze zapisy. Więcej informacji i kontakt na: 
http://www.muzeum1939.pl/pl/projekty_cykliczne/zolnierska_dola";"2015-09-30T10:46:06+0000";"photo";"https://www.facebook.com/Muzeum.II.Wojny.Swiatowej/photos/a.151459168279028.34912.132197036871908/916156948475909/?type=3";"Muzeum II Wojny Światowej added 4 new photos.";0;5;0;0;0;0;0
"955";"132197036871908_916632838428320";7;"132197036871908";"Muzeum II Wojny Światowej";"8 października zapraszamy na promocję książki ""Świadectwa Zagłady. Obóz w Chełmnie nad Nerem."" wydanej przez nasze Muzeum.";"2015-10-01T13:59:27+0000";"photo";"https://www.facebook.com/Muzeum.II.Wojny.Swiatowej/photos/a.151459168279028.34912.132197036871908/916632838428320/?type=3";"Muzeum II Wojny Światowej at Muzeum Tradycji Niepodległościowych w Łodzi.";1;6;0;0;0;0;0
"956";"132197036871908_918245451600392";6;"132197036871908";"Muzeum II Wojny Światowej";"Mark Spoerer, Praca przymusowa pod znakiem swastyki.Cudzoziemscy robotnicy, jeńcy wojenni i więźniowie w  Niemczech i okupowanej Europie w latach 1939–1945, Gdańsk 2015, s. 330. 

""Dlaczego tak masowo angażowano cudzoziemską siłę roboczą? Jak liczna ona była i skąd pochodziła? Jak wyglądały warunki życia i pracy robotników? Ilu z nich przeżyło, ilu zmarło? Kto był za to odpowiedzialny? I w końcu: kto kiedy i od kogo uzyskał za to rekompensatę? Odpowiedzi na te pytania stara się znaleźć niniejsza książka. Celem jej nie jest encyklopedyczne ujęcie tematu, uwzględniające wszystkie możliwe detale, lecz systematyczne wprowadzenie do tego zagadnienia wraz z odniesieniami do literatury przedmiotowej.""

Fragment z Wprowadzenia";"2015-10-05T13:53:12+0000";"photo";"https://www.facebook.com/Muzeum.II.Wojny.Swiatowej/photos/a.135525323205746.30628.132197036871908/918245451600392/?type=3";"Muzeum II Wojny Światowej added a new photo to the album: Publikacje Muzeum II Wojny Światowej.";0;8;0;0;0;0;0
